sample_id	Abitibacteriaceae	Acanthopleuribacteraceae	Acarosporaceae	Acaulosporaceae	Acetobacteraceae	Acholeplasmataceae	Acidaminococcaceae	Acidimicrobiaceae	Acidithiobacillaceae	Acidobacteriaceae	Actinomycetaceae	Actinopolymorphaceae	Actinopolyspora	Actinospicaceae	Aerococcaceae	Aeromonadaceae	Aestuariirhabdaceae	Aestuariivirgaceae	Afifellaceae	Agaricaceae	Agaricales incertae sedis	Aggregatilineaceae	Ahrensiaceae	Ajellomycetaceae	Akkermansiaceae	Albatrellaceae	Alcaligenaceae	Alcanivoracaceae	Alicyclobacillaceae	Aliterellaceae	Alsobacteraceae	Alteromonadaceae	Alteromonadales genera incertae sedis	Amanitaceae	Ambisporaceae	Amorphaceae	Amycolatopsis	Amylocorticiaceae	Anaerolineaceae	Anaplasmataceae	Ancalomicrobiaceae	Ancylistaceae	Antricoccaceae	Aphanizomenonaceae	Aphanothecaceae	Apiosporaceae	Arcobacteraceae	Ardenticatenaceae	Arenicellaceae	Argynnaceae	Armatimonadaceae	Artemiidae	Arthrodermataceae	Ascarididae	Ascoideaceae	Aspergillaceae	Aspergillus	Astraeaceae	Atopobiaceae	Aurantimonadaceae	Auriculariaceae	Azonexaceae	Azospirillaceae	Bacillaceae	Bacillales Family X. Incertae Sedis	Bacillales Family XI. Incertae Sedis	Bacillales Family XII. Incertae Sedis	Bacteriovoracaceae	Bacteroidaceae	Balneatrichaceae	Balneicellaceae	Balneolaceae	Barbatosphaeriaceae	Barnesiellaceae	Bartonellaceae	Basidiobolaceae	Bdellovibrionaceae	Beijerinckiaceae	Bernardetiaceae	Beutenbergiaceae	Bifidobacteriaceae	Blastochloridaceae	Blattabacteriaceae	Bogoriellaceae	Bondarzewiaceae	Boseaceae	Botryobasidiaceae	Botryosphaeriaceae	Brachybasidiaceae	Brachyspiraceae	Breoghaniaceae	Brevibacteriaceae	Brevinemataceae	Brucellaceae	Bruguierivoracaceae	Budviciaceae	Bulleribasidiaceae	Burkholderiaceae	CUG-Ser1 clade incertae sedis	Caldicoprobacteraceae	Caldilineaceae	Callistosporiaceae	Calonectria	Calotrichaceae	Campylobacteraceae	Candida/Lodderomyces clade	Candidatus Borkfalkiaceae	Candidatus Brocadiaceae	Candidatus Chromulinivoraceae	Candidatus Competibacteraceae	Candidatus Cryosericales	Candidatus Magnetaquicoccaceae	Candidatus Manganitrophaceae	Candidatus Midichloriaceae	Candidatus Nanogingivalaceae	Candidatus Nanopelagicaceae	Candidatus Nanoperiomorbaceae	Candidatus Nanosynbacteraceae	Candidatus Nanosyncoccacae	Candidatus Paracaedibacteraceae	Candidatus Parilichlamydiaceae	Candidatus Saccharimonadaceae	Cantharellaceae	Capnodiaceae	Capnodiales incertae sedis	Capsulimonadaceae	Cardiobacteriaceae	Carnobacteriaceae	Casimicrobiaceae	Catalimonadaceae	Catenulisporaceae	Caulobacteraceae	Cellulomonadaceae	Cellvibrionaceae	Cenangiaceae	Cephaloascaceae	Ceratobasidiaceae	Ceratocystidaceae	Cesiribacteraceae	Chaetomiaceae	Chaetonotidae	Chaetothyriales	Chaetothyriales incertae sedis	Chamaesiphonaceae	Chelatococcaceae	Chitinivibrionaceae	Chitinophagaceae	Chlamydia/Chlamydophila group	Chlamydomonadaceae	Chlorella clade	Chlorobiaceae	Chloroflexineae	Chlorogloeopsidaceae	Christensenellaceae	Chromatiaceae	Chromobacteriaceae	Chroococcaceae	Chrysiogenaceae	Chthoniobacteraceae	Chytriomycetaceae	Cladosporiaceae	Claroideoglomeraceae	Clavariaceae	Clavicipitaceae	Clitocybaceae	Clostridiaceae	Cochlonemataceae	Cohaesibacteraceae	Coleofasciculaceae	Coleosporiaceae	Colletotrichum	Colwelliaceae	Comamonadaceae	Coniochaetaceae	Coniophoraceae	Cooperiidae	Coprobacillaceae	Coprothermobacteraceae	Cordycipitaceae	Coriobacteriaceae	Corticiaceae	Corynebacteriaceae	Corynesporascaceae	Coxiellaceae	Crenotrichaceae	Crepidotaceae	Criblamydiaceae	Crocinitomicaceae	Cryomorphaceae	Cryphonectria-Endothia species complex	Cryptobasidiaceae	Cryptococcaceae	Cryptosporangiaceae	Cucurbitariaceae	Culicoidibacteraceae	Cunninghamellaceae	Cyathostominae	Cyclobacteriaceae	Cylindrosympodiaceae	Cyphellaceae	Cystobacterineae	Cystobasidiaceae	Cystofilobasidiaceae	Cytophagaceae	Debaryomycetaceae	Defluviitaleaceae	Dehalococcoidaceae	Deinococcaceae	Delitschiaceae	Demequinaceae	Dendronalium	Dermabacteraceae	Dermacoccaceae	Dermateaceae	Dermatophilaceae	Desulfallaceae	Desulfarculaceae	Desulfitobacteriaceae	Desulfobacteraceae	Desulfobulbaceae	Desulfocapsaceae	Desulfohalobiaceae	Desulfomicrobiaceae	Desulfonatronaceae	Desulfosalsimonadaceae	Desulfotomaculaceae	Desulfovibrionaceae	Desulfurellaceae	Desulfuribacillaceae	Desulfurobacteriaceae	Desulfuromonadaceae	Devosiaceae	Diaporthaceae	Diatrypaceae	Didymellaceae	Didymosphaeriaceae	Dietziaceae	Dimargaritaceae	Dipodascaceae	Dissoconiaceae	Dissulfurirhabdaceae	Diversisporaceae	Dysgonomonadaceae	Ectothiorhodospiraceae	Eggerthellaceae	Eimeriidae	Elaphomycetaceae	Elioraeaceae	Elsinoaceae	Endogonaceae	Endozoicomonadaceae	Enterobacteriaceae	Enterococcaceae	Entolomataceae	Entomophthoraceae	Epichloe	Epitheliaceae	Eremomycetaceae	Erwiniaceae	Erysipelotrichaceae	Erysiphaceae	Erythrobacteraceae	Eubacteriaceae	Eubacteriales Family XII. Incertae Sedis	Eubacteriales Family XIII. Incertae Sedis	Euglenaceae	Fastidiosibacteraceae	Ferrimonadaceae	Ferroplasmaceae	Ferrovaceae	Fervidobacteriaceae	Fibrobacteraceae	Filobasidiaceae	Flammeovirgaceae	Flavobacteriaceae	Flexibacteraceae	Fluviibacteraceae	Francisellaceae	Frankiaceae	Fulvivirgaceae	Fusarium	Fusobacteriaceae	Gaiellaceae	Gallionellaceae	Geminicoccaceae	Gemmataceae	Gemmatimonadaceae	Geobacteraceae	Geodermatophilaceae	Geoglossaceae	Geosiphonaceae	Geovibrionaceae	Gigasporaceae	Glomeraceae	Glomerellaceae	Glomosporiaceae	Gloniaceae	Glycomycetaceae	Gnomoniaceae	Golubeviaceae	Gomphaceae	Gomphidiaceae	Gonapodyaceae	Gordoniaceae	Gottschalkiaceae	Hafniaceae	Hahellaceae	Halanaerobiaceae	Halieaceae	Haliscomenobacteraceae	Halobacteriales	Halobacteroidaceae	Halomonadaceae	Haloplasmataceae	Halothiobacillaceae	Hapalosiphonaceae	Harpellaceae	Helicobacteraceae	Heliobacteriaceae	Helotiaceae	Helotiales incertae sedis	Herpetosiphonaceae	Herpomycetaceae	Herpotrichiellaceae	Holophagaceae	Holosporaceae	Hydnangiaceae	Hydrococcaceae	Hydrogenophilaceae	Hydrogenophilalia incertae sedis	Hygrophoraceae	Hymenobacteraceae	Hymenochaetaceae	Hyphodiscaceae	Hyphomicrobiaceae	Hyphomonadaceae	Hypocreaceae	Hypocreales	Hypocreales incertae sedis	Hypoxylaceae	Hysteriaceae	Iamiaceae	Idiomarinaceae	Ilumatobacteraceae	Intrasporangiaceae	Iodidimonadaceae	Isosphaeraceae	Jiangellaceae	Jonesiaceae	Juglanconidaceae	Kaistiaceae	Kangiellaceae	Kazachstania	Kickxellaceae	Kiloniellaceae	Kineosporiaceae	Kodamaea	Kordiimonadaceae	Kosmotogaceae	Kribbellaceae	Kriegeriaceae	Kytococcaceae	Lachnaceae	Lachnospiraceae	Lacipirellulaceae	Lactobacillaceae	Lauraceae	Legeriomycetaceae	Legionellaceae	Lemnoideae	Lentimicrobiaceae	Leptodontidiaceae	Leptolyngbyaceae	Leptosphaeriaceae	Leptospiraceae	Leptotrichiaceae	Lewinellaceae	Lichenibacteriaceae	Lichtheimiaceae	Lipomycetaceae	Listeriaceae	Longimicrobiaceae	Lophiostomataceae	Lujinxingiaceae	Lulworthiaceae	Luna cluster	Luteibaculaceae	Lyophyllaceae	Magnaporthaceae	Magnetococcaceae	Magnoliaceae	Magnusiomyces	Malasseziaceae	Malbrancheaceae	Marasmiaceae	Maricaulaceae	Marinifilaceae	Marinilabiliaceae	Marinobacteraceae	Mariprofundaceae	Marivirgaceae	Massarinaceae	Melampsoraceae	Merismopediaceae	Meruliaceae	Metamycoplasmataceae	Methanobacteriales	Methanomassiliicoccaceae	Methanomicrobiales	Methanosarcinales	Methanotrichales	Methylacidiphilaceae	Methylobacteriaceae	Methylococcaceae	Methylocystaceae	Methylophilaceae	Methylothermaceae	Metschnikowiaceae	Metschnikowiaceae incertae sedis	Microascaceae	Microbacteriaceae	Microbulbiferaceae	Micrococcaceae	Microcoleaceae	Microcystaceae	Micromonosporaceae	Micropepsaceae	Microscillaceae	Microstromatales incertae sedis	Microthrixaceae	Miltoncostaeaceae	Minwuiaceae	Modestobacter	Mollisiaceae	Moraxellaceae	Morchellaceae	Morganellaceae	Mortierellaceae	Motilibacteraceae	Mrakiaceae	Mucispirillaceae	Mucoraceae	Muribaculaceae	Musaceae	Mycenaceae	Mychonastaceae	Mycobacteriaceae	Mycobacterium	Mycobacteroides	Mycoplasmataceae	Mycosphaerellaceae	Nakamurellaceae	Nakaseomyces	Nannocystineae	Natranaerobiaceae	Natrialbales	Natronogracilivirgulaceae	Natronospirillaceae	Nectriaceae	Neisseriaceae	Neocallimastigaceae	Neomegalonemataceae	Nitrobacteraceae	Nitrosomonadaceae	Nitrosopumilaceae	Nitrospiraceae	Nocardiaceae	Nocardioidaceae	Nocardiopsaceae	Nostoc	Nostocaceae	Oceanospirillaceae	Odoribacteraceae	Oligoflexaceae	Olpidiaceae	Omphalotaceae	Onygenaceae	Ophiocordycipitaceae	Ophiostomataceae	Opitutaceae	Orbaceae	Orbilia	Orbiliaceae	Ornithinimicrobiaceae	Oscillatoriaceae	Oscillatoriales incertae sedis	Oscillospiraceae	Oxalobacteraceae	Oxyuridae	Paenibacillaceae	Paludibacteraceae	Papaveroideae	Parachlamydiaceae	Paraglomeraceae	Parameciidae	Parvibaculaceae	Parvularculaceae	Pasteurellaceae	Patulibacteraceae	Paxillaceae	Pectobacteriaceae	Peptococcaceae	Peptoniphilaceae	Peptostreptococcaceae	Perlucidibacaceae	Pertusariaceae	Petrotogaceae	Pezizellaceae	Phacidiaceae	Phaeomoniellaceae	Phaeosphaeriaceae	Phaffomycetaceae	Phreatobacteraceae	Phycicoccus	Phycisphaeraceae	Phyllachoraceae	Phyllobacteriaceae	Phyllostictaceae	Physalacriaceae	Pichiaceae	Piedraiaceae	Piptocephalidaceae	Pirellulaceae	Piscirickettsiaceae	Planctomycetaceae	Planococcaceae	Platanaceae	Pleioneaceae	Pleomassariaceae	Pleomorphomonadaceae	Pleosporaceae	Pleosporales incertae sedis	Pleurotaceae	Ploettnerulaceae	Poales	Podaxaceae	Podoscyphaceae	Polyporaceae	Porotheleaceae	Porphyromonadaceae	Powellomycetaceae	Preussia/Sporomiella species complex	Prevotellaceae	Prochlorococcaceae	Prolixibacteraceae	Promicromonosporaceae	Propionibacteriaceae	Propylenellaceae	Proteinivoraceae	Protomycetaceae	Psathyrellaceae	Pseudanabaenaceae	Pseudeurotiaceae	Pseudoalteromonadaceae	Pseudobacteriovoracaceae	Pseudomonadaceae	Pseudonocardiaceae	Pseudoxanthobacteraceae	Psittacicellaceae	Psychromonadaceae	Pterulaceae	Pucciniaceae	Puniceicoccaceae	Pyrinomonadaceae	Pyronemataceae	Quambalariaceae	Racodiaceae	Raineyaceae	Ramazzottiidae	Rarobacteraceae	Rectinemataceae	Reichenbachiellaceae	Reyranellaceae	Rhabdaerophilaceae	Rhabditidae	Rhabdochlamydiaceae	Rhizinaceae	Rhizobiaceae	Rhizophlyctidaceae	Rhizophydiales incertae sedis	Rhizopodaceae	Rhizopogonaceae	Rhodanobacteraceae	Rhodobacteraceae	Rhodococcus	Rhodocyclaceae	Rhodospirillaceae	Rhodothalassiaceae	Rhodovibrionaceae	Rhynchogastremataceae	Rickettsiaceae	Rikenellaceae	Robiginitomaculaceae	Romeriaceae	Roseiarcaceae	Roseivirgaceae	Roseobacteraceae	Ruaniaceae	Rubritaleaceae	Rubrobacteraceae	Russulaceae	Rutstroemiaceae	Saccharataceae	Saccharomycetaceae	Saccharomycetales incertae sedis	Saccharomycodaceae	Saccharomycopsidaceae	Saccharospirillaceae	Saccotheciaceae	Saksenaeaceae	Salibacteraceae	Salinarimonadaceae	Salinisphaeraceae	Sanguibacteraceae	Saprospiraceae	Scenedesmaceae	Schizoparmaceae	Schleiferiaceae	Sclerotiniaceae	Scytonemataceae	Selenomonadaceae	Serendipitaceae	Shewanellaceae	Shiraiaceae	Sigmoideomycetaceae	Silvanigrellaceae	Simkaniaceae	Sinobacteraceae	Skeletonemataceae	Sneathiellaceae	Sorangiineae	Sordariaceae	Sphaerobacterineae	Sphaerochaetaceae	Sphaerospermopsis	Sphaerotilaceae	Sphingobacteriaceae	Sphingomonadaceae	Sphingosinicellaceae	Spirochaetaceae	Spirosomaceae	Spizellomycetaceae	Spongiibacteraceae	Sporidiobolaceae	Sporocadaceae	Sporolactobacillaceae	Sporomusaceae	Sporormiaceae	Squamanitaceae	Stachybotryaceae	Staphylococcaceae	Stappiaceae	Stellaceae	Stephanodiscaceae	Steroidobacteraceae	Sterolibacteriaceae	Streptococcaceae	Streptomyces	Streptomycetaceae	Streptosporangiaceae	Strongyloididae	Strophariaceae	Succinivibrionaceae	Suillaceae	Sulfuricellaceae	Sulfurospirillaceae	Sulfurovaceae	Sutterellaceae	Symbiobacteriaceae	Symmetrosporaceae	Sympoventuriaceae	Syncephalastraceae	Synchytriaceae	Synechococcaceae	Synergistaceae	Syntrophaceae	Syntrophobacteraceae	Syntrophomonadaceae	Syntrophorhabdaceae	Talaromyces	Tannerellaceae	Taphrinaceae	Tenuifilaceae	Tepidamorphaceae	Tepidanaerobacteraceae	Terasakiellaceae	Teratosphaeriaceae	Terrimicrobiaceae	Tetrahymenidae	Thalassiosiraceae	Thalassobaculaceae	Thalassospiraceae	Thelebolaceae	Thelephoraceae	Thermaceae	Thermithiobacillaceae	Thermoactinomycetaceae	Thermoanaerobacteraceae	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobaculaceae	Thermoascaceae	Thermodesulfobacteriaceae	Thermodesulfovibrionaceae	Thermoflexibacteraceae	Thermogemmatisporaceae	Thermohalobacteraceae	Thermomonosporaceae	Thermonemataceae	Thermoproteaceae	Thermosediminibacteraceae	Thiobacillaceae	Thiofilaceae	Thiolinaceae	Thiotrichaceae	Thiovulaceae	Thorselliaceae	Thyridariaceae	Thyridiaceae	Tilletiaceae	Tissierellaceae	Togniniaceae	Tolypothrichaceae	Trapeliaceae	Treboniaceae	Trematosphaeriaceae	Tremellaceae	Treponemataceae	Tricholomataceae	Trichomeriaceae	Trichomonascaceae	Trichosporonaceae	Trichosporonales incertae sedis	Trigonopsidaceae	Trypetheliaceae	Tsukamurellaceae	Tubariaceae	Tuberaceae	Tulasnellaceae	Turicibacteraceae	Umbelopsidaceae	Ustilaginaceae	Vallicoccaceae	Vallitaleaceae	Valsaceae	Valsariaceae	Veillonellaceae	Ventosimonadaceae	Venturiaceae	Verrucariaceae	Verrucomicrobia subdivision 3	Verrucomicrobiaceae	Vibrionaceae	Vicinamibacteraceae	Victivallaceae	Wallemiaceae	Weeksellaceae	Wenzhouxiangellaceae	Wickerhamomyces	Williamwhitmaniaceae	Xanthobacteraceae	Xanthomonadaceae	Xylanivirgaceae	Xylariaceae	Xylariales	Xylariales incertae sedis	Yersiniaceae	Zaghouaniaceae	Zalariaceae	Zavarziniaceae	Zoogloeaceae	Zoopagaceae	Zopfiaceae	Zymomonadaceae	Acanthamoebidae	Acidiferrobacteraceae	Acuticoccaceae	Acytosteliaceae	Albuginaceae	Alloionematidae	Amoebophryaceae	Amphiacanthidae	Amphipleuraceae	Amphisiellidae	Ancylostomatidae	Angiostrongylidae	Anguinidae	Anisakidae	Aphelenchoididae	Archangiaceae	Ascodesmidaceae	Atheliaceae	Babesiidae	Bacillariaceae	Balamuthiidae	Bionectriaceae	Blastocystidae	Bodonidae	Bolbitiaceae	Boletaceae	Bradyrhizobiaceae	Buliminidae	Caedimonadaceae	Catabacteriaceae	Catenariaceae	Cavenderiaceae	Cavosteliaceae	Cephalobidae	Cetradoniaceae	Chabertiidae	Chlamydiaceae	Chloroflexaceae	Chordariaceae	Chroococcidiopsidaceae	Chrysochromulinaceae	Cladoniaceae	Clostridiales Family XII. Incertae Sedis	Clostridiales Family XIII. Incertae Sedis	Cortinariaceae	Cronartiaceae	Cryphonectriaceae	Cryptosporidiidae	Culicosporidae	Cuniculitremaceae	Cyanophoraceae	Deferribacteraceae	Dictyocaulidae	Dictyosteliaceae	Dinobryaceae	Diphyllobothriidae	Diplogasteridae	Dugesiidae	Echinostomatidae	Entamoebidae	Enterocytozoonidae	Entomoplasmataceae	Euplotidae	Fasciolidae	Fomitopsidaceae	Fortieaceae	Fragilariaceae	Gelatoporiaceae	Geminibasidiaceae	Goniomonadaceae	Gregarinidae	Grifolaceae	Gyrodactylidae	Haemonchidae	Haemoproteidae	Haloarculaceae	Halococcaceae	Halorubraceae	Halteriidae	Heligmonellidae	Heligmosomatidae	Hericiaceae	Heteroderidae	Heteropediaceae	Heterorhabditidae	Hexamitidae	Hominidae	Hoplolaimidae	Hungateiclostridiaceae	Hyaloscyphaceae	Hydrogenimonaceae	Hydruraceae	Hymenolepididae	Hyphochytriaceae	Irpicaceae	Lagenidiaceae	Laminariaceae	Lecudinidae	Lentisphaeraceae	Leotiaceae	Leuconostocaceae	Leucosporidiaceae	Licmophoraceae	Macrostomidae	Mastigamoebidae	Meloidogynidae	Mermithidae	Metchnikovellidae	Methanobacteriaceae	Methanocaldococcaceae	Methanocorpusculaceae	Methanomicrobiaceae	Methanoregulaceae	Methanosarcinaceae	Methanospirillaceae	Methanotrichaceae	Monodopsidaceae	Moritellaceae	Myxococcaceae	Myxotrichaceae	Naemateliaceae	Nannocystaceae	Naviculaceae	Neodiplogasteridae	Neolectaceae	Noelaerhabdaceae	Nosematidae	Onchocercidae	Ophioceraceae	Ophryoscolecidae	Ordosporidae	Oscillochloridaceae	Oxytrichidae	Panagrolaimidae	Paramoebidae	Perkinsidae	Peronosporaceae	Pezizaceae	Phanerochaetaceae	Phasianidae	Physaraceae	Plasmodiidae	Plasmodiophoridae	Plectidae	Pluteaceae	Polyangiaceae	Polymastigidae	Prorocentraceae	Proteromonadidae	Protosteliaceae	Pseudokeronopsidae	Pseudomassariaceae	Pythiaceae	Ramalinaceae	Raperosteliaceae	Reticulomyxidae	Rhodobiaceae	Rhodothermaceae	Ruminococcaceae	Saprolegniaceae	Sarcocystidae	Sarocladiaceae	Schistosomatidae	Schizophyllaceae	Schizosaccharomycetaceae	Sclerodermataceae	Setariidae	Soboliphymatidae	Sphaerobacteraceae	Sphaerophragmiaceae	Spraguidae	Steccherinaceae	Steinernematidae	Stentoridae	Stereaceae	Symbiodiniaceae	Taeniidae	Tetragoniomycetaceae	Thelaziidae	Thermoflexaceae	Thermoleophilaceae	Thraustochytriaceae	Toxocaridae	Trichinellidae	Trichocomaceae	Trichomonadidae	Trichuridae	Trypanosomatidae	Umbilicariaceae	Uronychiidae	Urostylidae	Vahlkampfiidae
1014216_1	1	0	0	0	8355	0	60583	0	294	0	35314	0	0	2	33	276832	0	2	0	3549	0	0	0	0	235808	4	19337	125	0	0	1	69	4	3	0	0	0	0	133	2	17	0	0	2	0	0	145376	0	0	0	1	0	0	0	0	395	7	0	1713	307	0	9442	131	152	0	0	425	0	213798	196	0	0	0	4349	2	0	0	277	0	23	147656	291	0	0	0	4421	0	119	0	0	0	19	0	8183	3	4303	0	15707	0	0	0	6	35	1	3	0	0	0	0	487	0	0	0	0	19	0	0	0	0	46	1	0	26	0	0	0	284	194500	0	3	1	110863	21	66	0	0	0	0	0	0	0	0	0	0	173	0	20896	0	0	0	528	0	0	559	7606	37130	0	75	0	0	4	0	341	9472	0	24274	0	0	0	0	4	5	5358586	72	0	0	2923	0	0	39691	0	801	8	138	0	0	0	8	0	0	0	0	0	0	0	0	0	388	0	0	43	0	0	27	12	0	155	1726	0	5	0	9	0	0	987	0	441	6	802	8159	43	0	2938	0	0	0	200855	0	1	0	210	179	0	0	0	0	986	0	28	0	0	0	2669	805	9151	0	0	9	0	0	0	959910	16036	0	5	0	0	0	1250	13849	2063	5588	7772	370	655	0	0	0	0	4	0	15	0	1	43800	0	1289	0	0	0	33	326	0	1	0	0	0	1352	9389	0	11	0	0	340	0	0	0	0	0	0	0	0	0	55	0	3474	0	6	56	0	0	0	238	0	0	0	0	1	1	0	0	0	3	18	0	22	0	0	7187	0	2	24	0	0	5598	37	44	0	33	0	0	0	3	0	4798	0	1	1	20	0	271	0	0	0	0	66	0	0	0	0	0	0	0	207027	0	4639	0	0	19	0	0	0	31	0	3	48331	0	0	0	0	78	0	0	0	0	0	0	85	0	0	0	0	26	0	11	2	31	272	9	0	0	0	185	0	0	0	7413	0	40	200	6753	0	176	33	181	692	0	0	0	1	33306	21	3202	1	0	9	0	0	0	435	8	0	0	0	1706646	67	1608	5	0	0	0	1	297	0	0	0	9065	24	26	0	14	1912	0	0	0	0	4	0	0	1089602	0	5	3641	1273	0	0	1130	8434	0	4	0	705	3885	0	1	0	158	1	10	0	0	0	0	17	0	0	305292	4305	0	11	0	0	0	0	0	452	5	4066	1	0	275	543	49	23600	0	0	5	0	0	238	4	9	16	0	0	0	1924	0	3	7	0	5	0	1	5	23	0	0	0	3990	71	1	0	0	0	0	0	6916	0	16098	0	0	51493	0	17	0	25305	0	0	70	0	1	0	0	0	123888	3	0	0	99	0	287	0	0	0	1	0	3	0	0	0	0	5152	39	0	0	0	25188	0	0	0	0	705	121787	3	6778	483	0	0	0	7	54542	0	6	0	0	2409	0	0	4	5	0	0	8	2	0	0	3	8	0	0	0	0	1400	0	0	0	0	1	0	17047	0	902	0	1	0	0	1522	0	0	0	14	0	0	0	12798	797	78935	3771	13	309	0	16	0	35	0	7071	0	0	0	14	2551	0	0	0	629	44186	945	5662	11	0	1	6	0	2119	1429	0	9577	0	0	1	1	0	1	13081	14	0	0	0	4	32995	3	0	16	0	0	106	0	0	0	45	1	0	102	177	1	0	2	0	0	0	0	0	6	0	21	88	0	0	1	643	0	12	27100	11	0	0	0	1	46	0	17	0	0	0	0	626	8	1	9	2	0	2	12	727	153	23	0	384	0	1	1	0	0	0	86610	0	0	0	0	11	950	0	299	0	142242	0	0	9	1362	489649	25	15	0	5	10206	81	0	8	113057	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1014218_1	0	0	0	0	7946	0	74132	0	559	0	44175	0	0	0	33	257715	0	88	0	3102	0	0	0	1	318093	16	17764	118	0	0	0	67	34	2	0	2	0	0	2655	1	74	0	0	2	0	0	121758	0	0	0	0	0	3	0	0	237	3	6	2624	442	0	31141	181	155	0	1	904	0	187780	164	0	0	0	5242	0	0	0	620	0	27	183613	416	0	0	0	5454	0	107	0	0	2	27	0	14611	2	3726	0	15543	0	0	0	3	69	0	0	0	0	0	0	5786	0	1	0	0	64	0	0	46	0	47	3	0	44	0	0	0	248	177001	620	1	0	104333	20	54	0	0	0	1	0	0	0	0	0	0	189	0	14715	0	0	0	51	3	0	837	26606	37066	0	82	4	0	3	0	226	7099	0	28507	0	1	0	0	24	9	3951791	45	0	0	2567	0	0	50383	0	869	8	140	0	0	0	2	0	0	0	0	0	0	25	0	0	1323	0	0	27	1	0	45	6	0	376	932	0	13	1	10	0	0	2002	0	455	7	941	11030	43	0	2498	2	3	1	268977	0	0	0	498	335	3	0	0	0	730	0	18	0	0	0	3119	693	12447	0	0	0	0	0	0	1325190	11361	0	3	0	0	0	2126	14866	1520	5089	10796	450	1209	0	0	2	0	0	0	24	0	7	21503	0	7244	0	2	0	19	747	0	5	0	0	0	1305	22665	4	12	0	0	255	0	0	0	0	0	0	0	0	0	1344	2	4013	0	10	35	0	0	0	249	0	0	3	0	1	0	3	0	1	0	14	0	52	0	0	8978	1	1	68	0	0	4822	25	66	0	37	0	0	0	7	0	4301	1	3	5	4	0	376	0	0	0	0	55	0	0	0	1	0	0	0	227417	0	5207	0	0	12	0	0	0	25	0	6	46112	0	0	0	0	130	3	0	1	0	0	3	78	0	0	0	0	10	0	12	10	26	186	0	0	0	0	231	0	0	0	7660	0	88	138	8450	0	216	44	188	518	0	4	0	0	35373	17	2913	0	1	14	0	2	0	887	0	2	0	0	1620390	46	3035	10	0	0	2	2	480	0	0	0	11391	49	21	0	11	1475	0	0	0	0	2	0	3	724639	0	15	3190	1031	0	0	1719	10146	0	10	0	615	4478	0	4	0	172	0	23	6	0	0	0	20	0	0	349525	4629	1	18	0	0	0	0	0	395	26	3767	0	0	242	553	20	20809	2	0	5	0	0	203	0	0	7	0	0	1	5012	0	0	8	2	5	0	0	4	22	0	0	0	6528	50	1	0	0	0	0	0	5388	0	25199	0	0	60046	0	53	0	30070	0	0	76	0	1	2	0	0	163863	1	7	0	47	0	378	0	0	0	12	0	0	0	0	17	0	6444	79	0	0	0	37752	0	0	0	0	734	237003	0	6640	481	0	0	0	0	63103	0	9	0	0	4061	1	0	0	1	3	0	7	3	0	0	0	24	0	0	0	0	1223	0	0	0	2	1	0	18658	0	227	0	0	0	0	1175	0	0	0	11	0	2	0	7485	640	82199	3703	14	416	0	21	0	50	0	8765	0	0	0	25	53535	0	0	0	530	47720	1124	6530	9	0	2	9	2	2013	2153	0	13825	0	1	3	3	0	0	18880	22	0	3	37	0	37474	8	0	16	0	0	60	0	0	0	53	0	0	58	673	0	1	2	0	0	0	0	0	4	0	7	120	0	0	0	609	1	4	75595	26	0	0	0	0	63	0	17	0	0	0	0	742	18	0	3	3	0	0	3	529	281	14	0	389	0	0	0	3	2	0	90164	0	0	0	0	35	963	0	979	0	108884	0	0	15	1678	413721	14	13	0	0	8421	112	0	9	100520	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
