"Domain"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"cph_rd.190"	"Bacteria"	"Firmicutes"	"Bacilli"	"RFN20"	"CAG-826"	"UBA1424"	"UBA1424 sp002329705"
"cph_rd.195"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Unclassified_Psychrobacter"
"cph_rd.206"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Propionisporales"	"Propionisporaceae"	"CTSoil-075"	"Unclassified_CTSoil-075"
"cph_rd.223"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Bergeyella_A"	"Unclassified_Bergeyella_A"
"cph_rd.228"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"UBA2658"	"Unclassified_UBA2658"
"cph_rd.268"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"JAGPKJ01"	"Unclassified_JAGPKJ01"
"cph_rd.269"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Nanogingivalaceae"	"Nanogingivalis"	"Unclassified_Nanogingivalis"
"cph_rd.27"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Prevotella"	"Unclassified_Prevotella"
"cph_rd.281"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Alkanindiges"	"Unclassified_Alkanindiges"
"cph_rd.288"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Aliarcobacter"	"Unclassified_Aliarcobacter"
"cph_rd.291"	"Bacteria"	"Patescibacteria"	"Paceibacteria"	"Moranbacterales"	"GWC2-37-73"	"UBA1362"	"UBA1362 sp002306085"
"cph_rd.293"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Variovorax"	"Unclassified_Variovorax"
"cph_rd.305"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Faecalibacterium"	"Unclassified_Faecalibacterium"
"cph_rd.325"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Microbacteriaceae"	"Microbacterium"	"Unclassified_Microbacterium"
"cph_rd.328"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Microbacteriaceae"	"Pseudoclavibacter"	"Pseudoclavibacter helvolus"
"cph_rd.338"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"UBA6107"	"Unclassified_UBA6107"
"cph_rd.345"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"VadinHA17"	"LD21"	"LD21 sp009877105"
"cph_rd.347"	"Bacteria"	"Synergistota"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Syner-03"	"Unclassified_Syner-03"
"cph_rd.368"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"Brevefilum"	"Unclassified_Brevefilum"
"cph_rd.371"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Acidaminococcales"	"Acidaminococcaceae"	"JAAYAE01"	"Unclassified_JAAYAE01"
"cph_rd.378"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Kaistella"	"Unclassified_Kaistella"
"cph_rd.379"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Rhodoferax"	"Unclassified_Rhodoferax"
"cph_rd.396"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Unclassified_Pseudomonas_E"
"cph_rd.409"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Agathobacter"	"Agathobacter faecis"
"cph_rd.442"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Dokdonella"	"Unclassified_Dokdonella"
"cph_rd.445"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Steroidobacterales"	"Steroidobacteraceae"	"CADEFQ01"	"Unclassified_CADEFQ01"
"cph_rd.45"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Azonexus"	"Azonexus sp002396525"
"cph_rd.451"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Butyricicoccaceae"	"Agathobaculum"	"Agathobaculum butyriciproducens"
"cph_rd.458"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Yersinia"	"Yersinia intermedia"
"cph_rd.46"	"Bacteria"	"Chloroflexota"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	"Unclassified_Roseiflexaceae"	"Unclassified_Roseiflexaceae"
"cph_rd.478"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"46-32"	"Unclassified_46-32"
"cph_rd.485"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Dokdonella_A"	"Unclassified_Dokdonella_A"
"cph_rd.49"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Enterobacteriaceae"	"Rahnella"	"Rahnella aceris"
"cph_rd.491"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Rhodoferax_B"	"Unclassified_Rhodoferax_B"
"cph_rd.494"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"JAGOJI01"	"Unclassified_JAGOJI01"
"cph_rd.514"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Lautropia"	"Unclassified_Lautropia"
"cph_rd.515"	"Bacteria"	"Thermotogota"	"Thermotogae"	"Petrotogales"	"Kosmotogaceae"	"Mesotoga"	"Mesotoga sp002305955"
"cph_rd.523"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Aquabacterium"	"Unclassified_Aquabacterium"
"cph_rd.527"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Christensenellales"	"CAG-138"	"Phil1"	"Phil1 sp002069725"
"cph_rd.550"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"JG1575"	"Unclassified_JG1575"
"cph_rd.558"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Unclassified_Negativicutes"	"Unclassified_Negativicutes"	"Unclassified_Negativicutes"	"Unclassified_Negativicutes"
"cph_rd.559"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Propionibacteriales"	"Propionibacteriaceae"	"Brooklawnia"	"Unclassified_Brooklawnia"
"cph_rd.565"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Acidaminococcales"	"Succinispiraceae"	"Succinispira"	"Succinispira mobilis"
"cph_rd.576"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Sebaldella"	"Sebaldella sp018058425"
"cph_rd.578"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	"Vicinamibacteraceae"	"Luteitalea"	"Unclassified_Luteitalea"
"cph_rd.592"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Aquabacterium"	"Unclassified_Aquabacterium"
"cph_rd.594"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Carnobacteriaceae"	"Carnobacterium_A"	"Unclassified_Carnobacterium_A"
"cph_rd.599"	"Bacteria"	"Desulfobacterota"	"Syntrophia"	"Syntrophales"	"Smithellaceae"	"UBA8904"	"UBA8904 sp002070455"
"cph_rd.606"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Prevotella"	"Unclassified_Prevotella"
"cph_rd.609"	"Bacteria"	"Desulfobacterota_I"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Frigididesulfovibrio"	"Unclassified_Frigididesulfovibrio"
"cph_rd.610"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingosinicella"	"Unclassified_Sphingosinicella"
"cph_rd.642"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Christensenellales"	"CAG-138"	"Phil1"	"Phil1 sp001940855"
"cph_rd.650"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"UBA932"	"Bact-11"	"Unclassified_Bact-11"
"cph_rd.655"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"	"Sphingopyxis sp016793825"
"cph_rd.656"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Unclassified_Acinetobacter"
"cph_rd.671"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Thiomonas"	"Unclassified_Thiomonas"
"cph_rd.676"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"UBA1547"	"2011-GWC2-44-17"	"Unclassified_2011-GWC2-44-17"
"cph_rd.677"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"cph_rd.693"	"Bacteria"	"Riflebacteria"	"Ozemobacteria"	"Ozemobacterales"	"Ozemobacteraceae"	"Rifleibacterium"	"Unclassified_Rifleibacterium"
"cph_rd.694"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"SSC4"	"SSC4"	"JADJYJ01"	"JADJYJ01 sp016719785"
"cph_rd.695"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Actinomycetales"	"Bifidobacteriaceae"	"Bifidobacterium"	"Bifidobacterium bifidum"
"cph_rd.697"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Comamonas"	"Unclassified_Comamonas"
"cph_rd.698"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"Unclassified_Acinetobacter"
"cph_rd.700"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Comamonas"	"Unclassified_Comamonas"
"cph_rd.705"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Aerococcaceae"	"Fundicoccus"	"Unclassified_Fundicoccus"
"cph_rd.710"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"UBA1547"	"UBA6175"	"Unclassified_UBA6175"
"cph_rd.713"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Acutalibacteraceae"	"Eubacterium_R"	"Eubacterium_R sp003526845"
"cph_rd.714"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"JAFGUR01"	"Unclassified_JAFGUR01"
"cph_rd.724"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Zoogloea"	"Zoogloea ramigera"
"cph_rd.727"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Acidovorax_C"	"Unclassified_Acidovorax_C"
"cph_rd.730"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"SZUA-444"	"Unclassified_SZUA-444"
"cph_rd.733"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Lutibacter"	"Lutibacter sp018054895"
"cph_rd.737"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus_A"	"Unclassified_Lactococcus_A"
"cph_rd.744"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Rhodanobacteraceae"	"Rhodanobacter"	"Rhodanobacter sp001898415"
"cph_rd.747"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingobium"	"Unclassified_Sphingobium"
"cph_rd.785"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Unclassified_Xanthomonadaceae"	"Unclassified_Xanthomonadaceae"
"cph_rd.798"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Arenimonas"	"Unclassified_Arenimonas"
"cph_rd.799"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Ferruginibacter sp002381005"
"cph_rd.801"	"Bacteria"	"Hydrogenedentota"	"Hydrogenedentia"	"Hydrogenedentiales"	"JAGMZX01"	"JAGMZX01"	"JAGMZX01 sp018005585"
"cph_rd.81"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Acutalibacteraceae"	"UBA1447"	"Unclassified_UBA1447"
"cph_rd.824"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"Unclassified_Phenylobacterium"
"cph_rd.83"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	"JAGOFZ01"	"JAGOFZ01 sp017996955"
"cph_rd.840"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"cph_rd.841"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Propionibacteriales"	"Propionibacteriaceae"	"Brevilactibacter"	"Unclassified_Brevilactibacter"
"cph_rd.843"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"SZUA-378"	"Unclassified_SZUA-378"
"cph_rd.861"	"Bacteria"	"Synergistota"	"Synergistia"	"Synergistales"	"Synergistaceae"	"Syner-03"	"Syner-03 sp002306075"
"cph_rd.862"	"Archaea"	"Methanobacteriota"	"Methanobacteria"	"Methanobacteriales"	"Methanobacteriaceae"	"UBA412"	"UBA412 sp002495685"
"cph_rd.877"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Acidaminococcales"	"Acidaminococcaceae"	"Unclassified_Acidaminococcaceae"	"Unclassified_Acidaminococcaceae"
"cph_rd.879"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Mycobacteriales"	"Mycobacteriaceae"	"Mycobacterium"	"Mycobacterium peregrinum_B"
"cph_rd.884"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Pedosphaerales"	"J093"	"MWFF01"	"MWFF01 sp002071485"
"cph_rd.893"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	"Desulfobulbus"	"Unclassified_Desulfobulbus"
"cph_rd.896"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Nanosyncoccaceae"	"Unclassified_Nanosyncoccaceae"	"Unclassified_Nanosyncoccaceae"
"cph_rd.9"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Competibacterales"	"Competibacteraceae"	"Competibacter_A"	"Competibacter_A sp016713505"
"cph_rd.90"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Propionibacteriales"	"Propionibacteriaceae"	"Brevilactibacter"	"Unclassified_Brevilactibacter"
"cph_rd.912"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Prevotella"	"Unclassified_Prevotella"
"cph_rd.915"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"VadinHA17"	"LD21"	"Unclassified_LD21"
"cph_rd.919"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"UBA9722"	"Unclassified_UBA9722"
"cph_rd.923"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"JAABQG01"	"Unclassified_JAABQG01"
"cph_rd.927"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Azonexus"	"Unclassified_Azonexus"
"cph_rd.938"	"Bacteria"	"Patescibacteria"	"Saccharimonadia"	"Saccharimonadales"	"Nanosynbacteraceae"	"Nanosynbacter"	"Unclassified_Nanosynbacter"
"cph_rd.941"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Desulforhopalus"	"Unclassified_Desulforhopalus"
"cph_rd.943"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Pyrinomonadales"	"Pyrinomonadaceae"	"OLB17"	"Unclassified_OLB17"
"cph_rd.949"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Ruthenibacterium"	"Ruthenibacterium lactatiformans"
"cph_rd.961"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Prevotella"	"Unclassified_Prevotella"
"cph_rd.966"	"Bacteria"	"Acidobacteriota"	"Thermoanaerobaculia"	"UBA5704"	"UBA5704"	"JACTMI01"	"Unclassified_JACTMI01"
"cph_rd.981"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"UBA1400"	"PJMF01"	"JAAZKO01"	"JAAZKO01 sp017992725"
"cph_rd.988"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurospirillaceae"	"Sulfurospirillum"	"Sulfurospirillum sp018058685"
"cph_rd.989"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"PHOS-HE28"	"PHOS-HE28"	"Unclassified_PHOS-HE28"
"cph_rd.99"	"Bacteria"	"Firmicutes_C"	"Negativicutes"	"Selenomonadales"	"Selenomonadaceae"	"Unclassified_Selenomonadaceae"	"Unclassified_Selenomonadaceae"
"cph_rd.993"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Halioglobus"	"Unclassified_Halioglobus"
"cph_rd.995"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Prevotella"	"Prevotella sp900313215"
"cph_rd.998"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Piscinibacter"	"Unclassified_Piscinibacter"
"rom.1016"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"rom.1019"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Unclassified_Ferruginibacter"
"rom.1022"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Giesbergeria"	"Unclassified_Giesbergeria"
"rom.1030"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"PHOS-HE28"	"PHOS-HE28"	"Unclassified_PHOS-HE28"
"rom.1036"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"rom.1038"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Unclassified_Pseudomonas_E"
"rom.107"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"NBD-18"	"Unclassified_NBD-18"
"rom.109"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Propionibacteriales"	"Propionibacteriaceae"	"Aestuariimicrobium"	"Unclassified_Aestuariimicrobium"
"rom.116"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"rom.117"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	"Daejeonella"	"Unclassified_Daejeonella"
"rom.120"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"Unclassified_Sphingomonas"
"rom.134"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Aliarcobacter"	"Unclassified_Aliarcobacter"
"rom.138"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Aquabacterium"	"Unclassified_Aquabacterium"
"rom.142"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	"Unclassified_Desulfocapsaceae"	"Unclassified_Desulfocapsaceae"
"rom.155"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"Unclassified_Ferruginibacter"
"rom.156"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Unclassified_Pseudomonas_E"
"rom.174"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Massilia"	"Unclassified_Massilia"
"rom.179"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Polaromonas"	"Unclassified_Polaromonas"
"rom.180"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Luteimonas"	"Unclassified_Luteimonas"
"rom.183"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Epilithonimonas"	"Epilithonimonas tenax"
"rom.197"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Aquaspirillaceae"	"Rivicola"	"Unclassified_Rivicola"
"rom.2"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"
"rom.201"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Cereibacter"	"Unclassified_Cereibacter"
"rom.208"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Unclassified_Flavobacterium"
"rom.209"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"	"Unclassified_Bacteria"
"rom.216"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Pseudoxanthomonas_A"	"Unclassified_Pseudoxanthomonas_A"
"rom.227"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Halpernia"	"Unclassified_Halpernia"
"rom.23"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"Psychrobacter alimentarius_A"
"rom.232"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Massilia"	"Unclassified_Massilia"
"rom.234"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Weeksellaceae"	"Kaistella"	"Unclassified_Kaistella"
"rom.236"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"Xanthomonadaceae"	"Unclassified_Xanthomonadaceae"	"Unclassified_Xanthomonadaceae"
"rom.238"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Polaromonas"	"Unclassified_Polaromonas"
"rom.258"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Massilia"	"Unclassified_Massilia"
"rom.268"	"Bacteria"	"Firmicutes_A"	"Clostridia"	"Oscillospirales"	"Oscillospiraceae"	"CAG-170"	"CAG-170 sp000432135"
"rom.269"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Gemmobacter"	"Unclassified_Gemmobacter"
"rom.285"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Xanthomonadales"	"SZUA-5"	"Unclassified_SZUA-5"	"Unclassified_SZUA-5"
"rom.301"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Azonexus"	"Unclassified_Azonexus"
"rom.304"	"Bacteria"	"Actinobacteriota"	"Actinomycetia"	"Propionibacteriales"	"Propionibacteriaceae"	"Micropruina"	"Micropruina glycogenica"
"rom.308"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"Flavobacterium sp013294025"
"rom.310"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Akkermansiaceae"	"Luteolibacter"	"Unclassified_Luteolibacter"
"rom.339"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Gemmobacter"	"Unclassified_Gemmobacter"
"rom.34"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas_G"	"Unclassified_Sphingomonas_G"
"rom.342"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingorhabdus_B"	"Unclassified_Sphingorhabdus_B"
"rom.361"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas_E"	"Unclassified_Pseudomonas_E"
"rom.364"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"CTSOIL-112"	"Unclassified_CTSOIL-112"
"rom.37"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Diaphorobacter_A"	"Unclassified_Diaphorobacter_A"
"rom.374"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"KMS-5"	"Unclassified_KMS-5"
"rom.376"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Acetobacterales"	"Acetobacteraceae"	"Belnapia"	"Unclassified_Belnapia"
